customer_id,age,gender,age_group,purchase_amount_usd,customer_value_tier,previous_purchases,engagement_tier,value_engagement_segment,subscription_status,frequency_of_purchases,purchase_frequency_days,category,item_purchased,review_rating,discount_applied,shipping_type,payment_method,location,season
142,56,Male,46-60 (Middle-Aged),46,Medium Value,45,High Engagement,Medium Value - High Engagement,Yes,Weekly,7,Accessories,Gloves,4.9,Yes,Free Shipping,PayPal,Virginia,Fall
143,37,Male,31-45 (Adult),58,Medium Value,33,Medium Engagement,Medium Value - Medium Engagement,Yes,Bi-Weekly,14,Outerwear,Jacket,3.1,Yes,Free Shipping,Credit Card,Nebraska,Fall
144,30,Male,18-30 (Young Adult),48,Medium Value,25,Medium Engagement,Medium Value - Medium Engagement,Yes,Quarterly,90,Outerwear,Coat,2.7,Yes,Store Pickup,PayPal,Missouri,Fall
145,19,Male,18-30 (Young Adult),43,Medium Value,25,Medium Engagement,Medium Value - Medium Engagement,Yes,Monthly,30,Footwear,Shoes,3.2,Yes,Express,Cash,New Jersey,Fall
146,24,Male,18-30 (Young Adult),95,High Value,44,High Engagement,High Value - High Engagement,Yes,Quarterly,90,Accessories,Jewelry,4.5,Yes,Standard,Debit Card,Missouri,Fall
147,52,Male,46-60 (Middle-Aged),30,Low Value,21,Medium Engagement,Low Value - Medium Engagement,Yes,Bi-Weekly,14,Clothing,Skirt,4.0,Yes,Standard,Venmo,Colorado,Fall
148,63,Male,61-70 (Senior),64,Medium Value,31,Medium Engagement,Medium Value - Medium Engagement,Yes,Bi-Weekly,14,Footwear,Shoes,3.5,Yes,2-Day Shipping,Bank Transfer,Idaho,Summer
149,37,Male,31-45 (Adult),90,High Value,47,High Engagement,High Value - High Engagement,Yes,Annually,365,Accessories,Gloves,2.6,Yes,Store Pickup,Debit Card,Wyoming,Fall
150,38,Male,31-45 (Adult),76,High Value,14,Low Engagement,High Value - Low Engagement,Yes,Monthly,30,Clothing,Pants,3.2,Yes,Free Shipping,PayPal,Delaware,Summer
151,35,Male,31-45 (Adult),96,High Value,17,Medium Engagement,High Value - Medium Engagement,Yes,Quarterly,90,Footwear,Boots,4.9,Yes,Standard,Debit Card,California,Fall
152,28,Male,18-30 (Young Adult),47,Medium Value,3,Low Engagement,Medium Value - Low Engagement,Yes,Annually,365,Accessories,Sunglasses,4.5,Yes,Next Day Air,Venmo,North Dakota,Fall
153,30,Male,18-30 (Young Adult),85,High Value,42,High Engagement,High Value - High Engagement,Yes,Annually,365,Clothing,Shirt,4.3,Yes,Express,Venmo,South Carolina,Summer
154,69,Male,61-70 (Senior),55,Medium Value,22,Medium Engagement,Medium Value - Medium Engagement,Yes,Annually,365,Clothing,Hoodie,3.2,Yes,Standard,Debit Card,North Carolina,Winter
155,41,Male,31-45 (Adult),98,High Value,21,Medium Engagement,High Value - Medium Engagement,Yes,Quarterly,90,Clothing,Dress,3.6,Yes,Next Day Air,Venmo,Oklahoma,Fall
156,63,Male,61-70 (Senior),77,High Value,21,Medium Engagement,High Value - Medium Engagement,Yes,Quarterly,90,Clothing,Socks,4.3,Yes,Free Shipping,Bank Transfer,Maine,Spring
157,35,Male,31-45 (Adult),26,Low Value,40,High Engagement,Low Value - High Engagement,Yes,Annually,365,Clothing,Shorts,4.0,Yes,Standard,Debit Card,Missouri,Fall
158,36,Male,31-45 (Adult),68,Medium Value,1,Low Engagement,Medium Value - Low Engagement,Yes,Bi-Weekly,14,Accessories,Hat,3.0,Yes,Next Day Air,Bank Transfer,Vermont,Fall
159,25,Male,18-30 (Young Adult),73,Medium Value,50,High Engagement,Medium Value - High Engagement,Yes,Monthly,30,Clothing,Shirt,4.1,Yes,Standard,Bank Transfer,Connecticut,Fall
160,58,Male,46-60 (Middle-Aged),27,Low Value,39,High Engagement,Low Value - High Engagement,Yes,Quarterly,90,Accessories,Gloves,3.8,Yes,Store Pickup,Bank Transfer,New Hampshire,Fall
161,27,Male,18-30 (Young Adult),23,Low Value,34,Medium Engagement,Low Value - Medium Engagement,Yes,Monthly,30,Accessories,Gloves,4.6,Yes,Free Shipping,Venmo,Texas,Summer
162,65,Male,61-70 (Senior),49,Medium Value,29,Medium Engagement,Medium Value - Medium Engagement,Yes,Bi-Weekly,14,Accessories,Backpack,3.0,Yes,Express,Venmo,North Dakota,Fall
163,54,Male,46-60 (Middle-Aged),74,Medium Value,31,Medium Engagement,Medium Value - Medium Engagement,Yes,Bi-Weekly,14,Accessories,Sunglasses,3.0,Yes,Store Pickup,PayPal,California,Summer
164,54,Male,46-60 (Middle-Aged),67,Medium Value,8,Low Engagement,Medium Value - Low Engagement,Yes,Weekly,7,Clothing,Skirt,3.4,Yes,Standard,Debit Card,Virginia,Summer
165,59,Male,46-60 (Middle-Aged),65,Medium Value,5,Low Engagement,Medium Value - Low Engagement,Yes,Bi-Weekly,14,Accessories,Handbag,2.6,Yes,Free Shipping,Credit Card,Delaware,Spring
166,42,Male,31-45 (Adult),60,Medium Value,7,Low Engagement,Medium Value - Low Engagement,Yes,Monthly,30,Accessories,Handbag,2.8,Yes,Store Pickup,Cash,Kentucky,Winter
167,46,Male,46-60 (Middle-Aged),31,Low Value,30,Medium Engagement,Low Value - Medium Engagement,Yes,Monthly,30,Footwear,Sneakers,4.0,Yes,Store Pickup,Cash,Delaware,Fall
168,33,Male,31-45 (Adult),27,Low Value,14,Low Engagement,Low Value - Low Engagement,Yes,Quarterly,90,Accessories,Gloves,4.0,Yes,Express,Credit Card,Arkansas,Fall
169,34,Male,31-45 (Adult),80,High Value,5,Low Engagement,High Value - Low Engagement,Yes,Bi-Weekly,14,Footwear,Shoes,3.0,Yes,Express,Cash,Louisiana,Summer
170,27,Male,18-30 (Young Adult),30,Low Value,3,Low Engagement,Low Value - Low Engagement,Yes,Quarterly,90,Outerwear,Jacket,3.3,Yes,Standard,PayPal,Nevada,Summer
171,52,Male,46-60 (Middle-Aged),25,Low Value,46,High Engagement,Low Value - High Engagement,Yes,Bi-Weekly,14,Clothing,Shirt,2.6,Yes,Store Pickup,Venmo,Wyoming,Fall
172,29,Male,18-30 (Young Adult),35,Low Value,4,Low Engagement,Low Value - Low Engagement,Yes,Weekly,7,Clothing,Shorts,3.6,Yes,Store Pickup,Credit Card,Virginia,Summer
173,54,Male,46-60 (Middle-Aged),67,Medium Value,42,High Engagement,Medium Value - High Engagement,Yes,Bi-Weekly,14,Accessories,Jewelry,3.9,Yes,Next Day Air,Credit Card,Nebraska,Summer
174,25,Male,18-30 (Young Adult),46,Medium Value,30,Medium Engagement,Medium Value - Medium Engagement,Yes,Annually,365,Accessories,Hat,3.4,Yes,Standard,Cash,Hawaii,Fall
175,41,Male,31-45 (Adult),35,Low Value,37,High Engagement,Low Value - High Engagement,Yes,Annually,365,Footwear,Shoes,3.5,Yes,Express,Venmo,Vermont,Winter
176,53,Male,46-60 (Middle-Aged),86,High Value,2,Low Engagement,High Value - Low Engagement,Yes,Annually,365,Outerwear,Coat,2.8,Yes,Next Day Air,Bank Transfer,Oklahoma,Fall
177,53,Male,46-60 (Middle-Aged),81,High Value,30,Medium Engagement,High Value - Medium Engagement,Yes,Quarterly,90,Accessories,Backpack,2.7,Yes,Next Day Air,Credit Card,New Hampshire,Spring
178,21,Male,18-30 (Young Adult),42,Medium Value,47,High Engagement,Medium Value - High Engagement,Yes,Monthly,30,Clothing,Hoodie,3.7,Yes,Next Day Air,Bank Transfer,Kansas,Fall
179,61,Male,61-70 (Senior),43,Medium Value,21,Medium Engagement,Medium Value - Medium Engagement,Yes,Quarterly,90,Clothing,Skirt,4.3,Yes,2-Day Shipping,PayPal,Idaho,Fall
180,64,Male,61-70 (Senior),31,Low Value,9,Low Engagement,Low Value - Low Engagement,Yes,Bi-Weekly,14,Footwear,Boots,4.9,Yes,Store Pickup,Bank Transfer,Illinois,Fall
181,51,Male,46-60 (Middle-Aged),81,High Value,12,Low Engagement,High Value - Low Engagement,Yes,Bi-Weekly,14,Footwear,Sandals,3.3,Yes,Store Pickup,Debit Card,South Dakota,Fall
182,32,Male,31-45 (Adult),61,Medium Value,4,Low Engagement,Medium Value - Low Engagement,Yes,Weekly,7,Clothing,Pants,4.7,Yes,Next Day Air,Bank Transfer,Massachusetts,Summer
183,38,Male,31-45 (Adult),96,High Value,10,Low Engagement,High Value - Low Engagement,Yes,Annually,365,Accessories,Gloves,2.8,Yes,Store Pickup,Debit Card,Alabama,Summer
184,58,Male,46-60 (Middle-Aged),29,Low Value,26,Medium Engagement,Low Value - Medium Engagement,Yes,Weekly,7,Clothing,Skirt,3.6,Yes,2-Day Shipping,Credit Card,Ohio,Spring
185,32,Male,31-45 (Adult),33,Low Value,40,High Engagement,Low Value - High Engagement,Yes,Bi-Weekly,14,Footwear,Sneakers,3.0,Yes,Express,Cash,Hawaii,Spring
186,46,Male,46-60 (Middle-Aged),32,Low Value,34,Medium Engagement,Low Value - Medium Engagement,Yes,Bi-Weekly,14,Clothing,T-shirt,4.5,Yes,Store Pickup,Bank Transfer,Wisconsin,Summer
187,39,Male,31-45 (Adult),56,Medium Value,31,Medium Engagement,Medium Value - Medium Engagement,Yes,Annually,365,Accessories,Backpack,2.9,Yes,Standard,Debit Card,Minnesota,Summer
188,19,Male,18-30 (Young Adult),94,High Value,1,Low Engagement,High Value - Low Engagement,Yes,Bi-Weekly,14,Footwear,Shoes,3.3,Yes,Store Pickup,Bank Transfer,Georgia,Spring
189,50,Male,46-60 (Middle-Aged),53,Medium Value,5,Low Engagement,Medium Value - Low Engagement,Yes,Bi-Weekly,14,Clothing,Hoodie,3.1,Yes,Express,Bank Transfer,Arkansas,Spring
190,36,Male,31-45 (Adult),82,High Value,4,Low Engagement,High Value - Low Engagement,Yes,Weekly,7,Clothing,Blouse,4.4,Yes,Next Day Air,Credit Card,West Virginia,Fall
191,65,Male,61-70 (Senior),70,Medium Value,48,High Engagement,Medium Value - High Engagement,Yes,Quarterly,90,Outerwear,Coat,3.0,Yes,Free Shipping,Venmo,Indiana,Fall
192,64,Male,61-70 (Senior),76,High Value,29,Medium Engagement,High Value - Medium Engagement,Yes,Quarterly,90,Accessories,Hat,3.9,Yes,Free Shipping,Cash,Utah,Fall
193,46,Male,46-60 (Middle-Aged),29,Low Value,12,Low Engagement,Low Value - Low Engagement,Yes,Bi-Weekly,14,Footwear,Shoes,2.9,Yes,Express,PayPal,Nebraska,Summer
194,36,Male,31-45 (Adult),100,High Value,29,Medium Engagement,High Value - Medium Engagement,Yes,Annually,365,Accessories,Belt,3.0,Yes,Standard,Venmo,North Dakota,Fall
195,51,Male,46-60 (Middle-Aged),94,High Value,15,Low Engagement,High Value - Low Engagement,Yes,Quarterly,90,Accessories,Backpack,3.1,Yes,Express,Debit Card,Missouri,Spring
196,51,Male,46-60 (Middle-Aged),25,Low Value,34,Medium Engagement,Low Value - Medium Engagement,Yes,Monthly,30,Outerwear,Jacket,4.3,Yes,Free Shipping,Credit Card,New York,Fall
197,38,Male,31-45 (Adult),88,High Value,41,High Engagement,High Value - High Engagement,Yes,Bi-Weekly,14,Footwear,Boots,3.9,Yes,Next Day Air,Credit Card,Washington,Summer
198,59,Male,46-60 (Middle-Aged),78,High Value,41,High Engagement,High Value - High Engagement,Yes,Monthly,30,Accessories,Scarf,3.2,Yes,2-Day Shipping,Credit Card,South Carolina,Fall
199,57,Male,46-60 (Middle-Aged),45,Medium Value,39,High Engagement,Medium Value - High Engagement,Yes,Bi-Weekly,14,Accessories,Jewelry,4.8,Yes,Standard,Credit Card,Utah,Winter
200,54,Male,46-60 (Middle-Aged),73,Medium Value,32,Medium Engagement,Medium Value - Medium Engagement,Yes,Weekly,7,Accessories,Hat,3.8,Yes,Express,Cash,Idaho,Summer
201,25,Male,18-30 (Young Adult),61,Medium Value,29,Medium Engagement,Medium Value - Medium Engagement,Yes,Monthly,30,Clothing,Dress,3.3,Yes,Next Day Air,Venmo,Pennsylvania,Summer
202,69,Male,61-70 (Senior),22,Low Value,15,Low Engagement,Low Value - Low Engagement,Yes,Annually,365,Clothing,Blouse,4.3,Yes,Free Shipping,Bank Transfer,Missouri,Fall
203,57,Male,46-60 (Middle-Aged),38,Low Value,33,Medium Engagement,Low Value - Medium Engagement,Yes,Annually,365,Accessories,Hat,2.7,Yes,Express,Venmo,Nebraska,Spring
204,70,Male,61-70 (Senior),38,Low Value,18,Medium Engagement,Low Value - Medium Engagement,Yes,Weekly,7,Accessories,Scarf,3.2,Yes,Next Day Air,Bank Transfer,Indiana,Fall
205,24,Male,18-30 (Young Adult),100,High Value,35,Medium Engagement,High Value - Medium Engagement,Yes,Bi-Weekly,14,Footwear,Sneakers,4.0,Yes,Store Pickup,Cash,Arizona,Fall
206,67,Male,61-70 (Senior),64,Medium Value,25,Medium Engagement,Medium Value - Medium Engagement,Yes,Weekly,7,Clothing,Shirt,3.0,Yes,Standard,PayPal,Hawaii,Winter
207,24,Male,18-30 (Young Adult),55,Medium Value,6,Low Engagement,Medium Value - Low Engagement,Yes,Bi-Weekly,14,Clothing,T-shirt,4.2,Yes,Free Shipping,Venmo,Wisconsin,Summer
208,62,Male,61-70 (Senior),91,High Value,17,Medium Engagement,High Value - Medium Engagement,Yes,Bi-Weekly,14,Accessories,Gloves,2.9,Yes,Express,Bank Transfer,Rhode Island,Summer
209,57,Male,46-60 (Middle-Aged),38,Low Value,17,Medium Engagement,Low Value - Medium Engagement,Yes,Monthly,30,Clothing,Skirt,4.1,Yes,Store Pickup,Credit Card,Wisconsin,Spring
210,55,Male,46-60 (Middle-Aged),97,High Value,44,High Engagement,High Value - High Engagement,Yes,Quarterly,90,Footwear,Sandals,3.2,Yes,Store Pickup,Cash,Minnesota,Winter
211,45,Male,31-45 (Adult),22,Low Value,6,Low Engagement,Low Value - Low Engagement,Yes,Bi-Weekly,14,Outerwear,Jacket,3.0,Yes,2-Day Shipping,PayPal,Vermont,Fall
212,69,Male,61-70 (Senior),92,High Value,45,High Engagement,High Value - High Engagement,Yes,Bi-Weekly,14,Clothing,Skirt,4.2,Yes,2-Day Shipping,Debit Card,South Dakota,Fall
213,67,Male,61-70 (Senior),84,High Value,7,Low Engagement,High Value - Low Engagement,Yes,Annually,365,Accessories,Handbag,4.2,Yes,Express,Debit Card,Virginia,Fall
214,30,Male,18-30 (Young Adult),93,High Value,11,Low Engagement,High Value - Low Engagement,Yes,Quarterly,90,Accessories,Handbag,4.4,Yes,Store Pickup,Debit Card,Nevada,Fall
215,24,Male,18-30 (Young Adult),50,Medium Value,41,High Engagement,Medium Value - High Engagement,Yes,Quarterly,90,Outerwear,Jacket,4.2,Yes,Next Day Air,Cash,Hawaii,Summer
216,62,Male,61-70 (Senior),64,Medium Value,24,Medium Engagement,Medium Value - Medium Engagement,Yes,Bi-Weekly,14,Accessories,Scarf,2.8,Yes,2-Day Shipping,PayPal,New Jersey,Spring
217,43,Male,31-45 (Adult),61,Medium Value,21,Medium Engagement,Medium Value - Medium Engagement,Yes,Weekly,7,Clothing,Shorts,3.7,Yes,Free Shipping,Venmo,Massachusetts,Spring
218,35,Male,31-45 (Adult),48,Medium Value,24,Medium Engagement,Medium Value - Medium Engagement,Yes,Annually,365,Accessories,Sunglasses,3.5,Yes,Next Day Air,Bank Transfer,Oklahoma,Winter
219,28,Male,18-30 (Young Adult),45,Medium Value,8,Low Engagement,Medium Value - Low Engagement,Yes,Quarterly,90,Clothing,T-shirt,2.9,Yes,Store Pickup,Credit Card,California,Spring
220,32,Male,31-45 (Adult),88,High Value,12,Low Engagement,High Value - Low Engagement,Yes,Bi-Weekly,14,Accessories,Belt,3.0,Yes,Free Shipping,Cash,Nevada,Spring
221,39,Male,31-45 (Adult),57,Medium Value,48,High Engagement,Medium Value - High Engagement,Yes,Bi-Weekly,14,Footwear,Sneakers,3.7,Yes,Express,Debit Card,Arizona,Spring
222,28,Male,18-30 (Young Adult),68,Medium Value,6,Low Engagement,Medium Value - Low Engagement,Yes,Quarterly,90,Accessories,Hat,4.4,Yes,Store Pickup,Bank Transfer,North Carolina,Summer
223,47,Male,46-60 (Middle-Aged),94,High Value,14,Low Engagement,High Value - Low Engagement,Yes,Bi-Weekly,14,Accessories,Gloves,4.5,Yes,2-Day Shipping,PayPal,New York,Spring
224,20,Male,18-30 (Young Adult),41,Medium Value,34,Medium Engagement,Medium Value - Medium Engagement,Yes,Annually,365,Clothing,Pants,4.8,Yes,Free Shipping,PayPal,Wyoming,Spring
225,63,Male,61-70 (Senior),83,High Value,12,Low Engagement,High Value - Low Engagement,Yes,Quarterly,90,Clothing,Socks,2.9,Yes,Free Shipping,Cash,South Dakota,Summer
226,25,Male,18-30 (Young Adult),22,Low Value,11,Low Engagement,Low Value - Low Engagement,Yes,Annually,365,Outerwear,Jacket,3.2,Yes,Next Day Air,Bank Transfer,Arkansas,Spring
227,29,Male,18-30 (Young Adult),74,Medium Value,5,Low Engagement,Medium Value - Low Engagement,Yes,Monthly,30,Footwear,Shoes,3.3,Yes,Free Shipping,PayPal,Texas,Spring
228,50,Male,46-60 (Middle-Aged),90,High Value,25,Medium Engagement,High Value - Medium Engagement,Yes,Bi-Weekly,14,Clothing,Jeans,4.2,Yes,Standard,Venmo,Rhode Island,Winter
229,18,Male,18-30 (Young Adult),79,High Value,11,Low Engagement,High Value - Low Engagement,Yes,Annually,365,Clothing,Socks,2.9,Yes,Store Pickup,Credit Card,New Hampshire,Spring
230,70,Male,61-70 (Senior),28,Low Value,27,Medium Engagement,Low Value - Medium Engagement,Yes,Quarterly,90,Footwear,Sandals,4.6,Yes,Next Day Air,PayPal,Ohio,Spring
231,66,Male,61-70 (Senior),88,High Value,43,High Engagement,High Value - High Engagement,Yes,Annually,365,Accessories,Scarf,4.1,Yes,Standard,Credit Card,Utah,Fall
232,28,Male,18-30 (Young Adult),26,Low Value,18,Medium Engagement,Low Value - Medium Engagement,Yes,Quarterly,90,Clothing,Blouse,3.1,Yes,2-Day Shipping,Debit Card,Tennessee,Spring
233,54,Male,46-60 (Middle-Aged),27,Low Value,32,Medium Engagement,Low Value - Medium Engagement,Yes,Bi-Weekly,14,Accessories,Jewelry,4.2,Yes,Express,Bank Transfer,Hawaii,Winter
234,19,Male,18-30 (Young Adult),83,High Value,27,Medium Engagement,High Value - Medium Engagement,Yes,Quarterly,90,Clothing,Sweater,4.5,Yes,Next Day Air,Bank Transfer,Arizona,Fall
235,20,Male,18-30 (Young Adult),39,Low Value,24,Medium Engagement,Low Value - Medium Engagement,Yes,Weekly,7,Accessories,Gloves,3.7,Yes,Next Day Air,Credit Card,South Dakota,Summer
236,43,Male,31-45 (Adult),89,High Value,31,Medium Engagement,High Value - Medium Engagement,Yes,Quarterly,90,Accessories,Sunglasses,3.7,Yes,Free Shipping,Debit Card,New Jersey,Winter
237,38,Male,31-45 (Adult),68,Medium Value,39,High Engagement,Medium Value - High Engagement,Yes,Bi-Weekly,14,Outerwear,Coat,3.4,Yes,Next Day Air,PayPal,North Dakota,Winter
238,50,Male,46-60 (Middle-Aged),90,High Value,36,High Engagement,High Value - High Engagement,Yes,Bi-Weekly,14,Clothing,Dress,3.0,Yes,Store Pickup,Debit Card,Iowa,Summer
239,64,Male,61-70 (Senior),34,Low Value,5,Low Engagement,Low Value - Low Engagement,Yes,Annually,365,Clothing,Skirt,4.2,Yes,Free Shipping,Cash,Ohio,Fall
240,49,Male,46-60 (Middle-Aged),51,Medium Value,47,High Engagement,Medium Value - High Engagement,Yes,Bi-Weekly,14,Clothing,Pants,2.9,Yes,Express,Credit Card,Vermont,Summer
241,47,Male,46-60 (Middle-Aged),45,Medium Value,29,Medium Engagement,Medium Value - Medium Engagement,Yes,Bi-Weekly,14,Clothing,Sweater,3.5,Yes,Free Shipping,Bank Transfer,Montana,Winter
242,36,Male,31-45 (Adult),88,High Value,43,High Engagement,High Value - High Engagement,Yes,Bi-Weekly,14,Clothing,Hoodie,4.1,Yes,Free Shipping,Venmo,Delaware,Winter
243,55,Male,46-60 (Middle-Aged),85,High Value,40,High Engagement,High Value - High Engagement,Yes,Quarterly,90,Outerwear,Coat,4.3,Yes,Store Pickup,Debit Card,New York,Summer
244,25,Male,18-30 (Young Adult),100,High Value,4,Low Engagement,High Value - Low Engagement,Yes,Monthly,30,Accessories,Jewelry,2.8,Yes,2-Day Shipping,Debit Card,Kentucky,Winter
245,53,Male,46-60 (Middle-Aged),42,Medium Value,39,High Engagement,Medium Value - High Engagement,Yes,Weekly,7,Accessories,Belt,4.9,Yes,2-Day Shipping,PayPal,Oregon,Spring
246,49,Male,46-60 (Middle-Aged),53,Medium Value,45,High Engagement,Medium Value - High Engagement,Yes,Bi-Weekly,14,Footwear,Sandals,3.3,Yes,Next Day Air,Venmo,Rhode Island,Summer
247,35,Male,31-45 (Adult),86,High Value,20,Medium Engagement,High Value - Medium Engagement,Yes,Bi-Weekly,14,Accessories,Sunglasses,3.2,Yes,Express,Venmo,Nevada,Spring
248,29,Male,18-30 (Young Adult),66,Medium Value,14,Low Engagement,Medium Value - Low Engagement,Yes,Weekly,7,Clothing,Sweater,4.4,Yes,Standard,Debit Card,Montana,Spring
249,47,Male,46-60 (Middle-Aged),100,High Value,33,Medium Engagement,High Value - Medium Engagement,Yes,Weekly,7,Accessories,Belt,4.8,Yes,Express,PayPal,Pennsylvania,Winter
250,53,Male,46-60 (Middle-Aged),47,Medium Value,18,Medium Engagement,Medium Value - Medium Engagement,Yes,Annually,365,Accessories,Handbag,4.2,Yes,Standard,Credit Card,Alaska,Fall
251,33,Male,31-45 (Adult),25,Low Value,9,Low Engagement,Low Value - Low Engagement,Yes,Weekly,7,Clothing,Skirt,4.0,Yes,Express,Bank Transfer,Mississippi,Fall
252,21,Male,18-30 (Young Adult),51,Medium Value,34,Medium Engagement,Medium Value - Medium Engagement,Yes,Annually,365,Accessories,Handbag,2.5,Yes,Standard,PayPal,Wyoming,Winter
253,32,Male,31-45 (Adult),41,Medium Value,33,Medium Engagement,Medium Value - Medium Engagement,Yes,Bi-Weekly,14,Clothing,Shorts,3.9,Yes,Free Shipping,Venmo,Delaware,Summer
254,52,Male,46-60 (Middle-Aged),73,Medium Value,15,Low Engagement,Medium Value - Low Engagement,Yes,Bi-Weekly,14,Footwear,Boots,4.9,Yes,2-Day Shipping,Bank Transfer,Oklahoma,Winter
255,67,Male,61-70 (Senior),42,Medium Value,4,Low Engagement,Medium Value - Low Engagement,Yes,Bi-Weekly,14,Accessories,Sunglasses,3.5,Yes,Store Pickup,PayPal,Indiana,Winter
256,43,Male,31-45 (Adult),20,Low Value,25,Medium Engagement,Low Value - Medium Engagement,Yes,Annually,365,Accessories,Scarf,4.2,Yes,Free Shipping,Debit Card,Maryland,Spring
257,58,Male,46-60 (Middle-Aged),30,Low Value,20,Medium Engagement,Low Value - Medium Engagement,Yes,Quarterly,90,Accessories,Jewelry,4.7,Yes,Express,Credit Card,South Dakota,Spring
258,20,Male,18-30 (Young Adult),53,Medium Value,5,Low Engagement,Medium Value - Low Engagement,Yes,Quarterly,90,Accessories,Handbag,4.5,Yes,Express,Credit Card,West Virginia,Summer
259,61,Male,61-70 (Senior),74,Medium Value,16,Medium Engagement,Medium Value - Medium Engagement,Yes,Quarterly,90,Accessories,Gloves,2.8,Yes,Express,Cash,Alabama,Spring
260,32,Male,31-45 (Adult),57,Medium Value,13,Low Engagement,Medium Value - Low Engagement,Yes,Annually,365,Clothing,Jeans,2.9,Yes,Standard,Debit Card,Louisiana,Fall
261,38,Male,31-45 (Adult),57,Medium Value,11,Low Engagement,Medium Value - Low Engagement,Yes,Quarterly,90,Accessories,Hat,3.2,Yes,2-Day Shipping,Credit Card,Montana,Winter
