customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,frequency_of_purchases_raw,age_group,purchase_frequency_days,customer_value_tier,engagement_tier,value_engagement_segment
126,49,Male,Shorts,Clothing,54,California,M,Indigo,Winter,3.6,Yes,Next Day Air,Yes,45,Venmo,Quarterly,Every 3 Months,46-60 (Middle-Aged),90,Medium Value,High Engagement,Medium Value - High Engagement
127,43,Male,Shorts,Clothing,36,Mississippi,L,Pink,Spring,3.9,Yes,Store Pickup,Yes,48,Cash,Quarterly,Every 3 Months,31-45 (Adult),90,Low Value,High Engagement,Low Value - High Engagement
128,24,Male,Sweater,Clothing,89,Mississippi,M,Gray,Winter,4.8,Yes,Next Day Air,Yes,26,Credit Card,Weekly,Weekly,18-30 (Young Adult),7,High Value,Medium Engagement,High Value - Medium Engagement
129,20,Male,Scarf,Accessories,32,California,M,Gold,Spring,4.7,Yes,Standard,Yes,21,Credit Card,Bi-Weekly,Fortnightly,18-30 (Young Adult),14,Low Value,Medium Engagement,Low Value - Medium Engagement
130,24,Male,Dress,Clothing,67,Pennsylvania,XL,Olive,Summer,4.2,Yes,2-Day Shipping,Yes,49,PayPal,Bi-Weekly,Bi-Weekly,18-30 (Young Adult),14,Medium Value,High Engagement,Medium Value - High Engagement
131,44,Male,Scarf,Accessories,39,Kentucky,L,Violet,Fall,3.7,Yes,Next Day Air,Yes,13,PayPal,Bi-Weekly,Fortnightly,31-45 (Adult),14,Low Value,Low Engagement,Low Value - Low Engagement
132,28,Male,Skirt,Clothing,29,Maine,L,Indigo,Summer,3.9,Yes,Standard,Yes,46,Credit Card,Weekly,Weekly,18-30 (Young Adult),7,Low Value,High Engagement,Low Value - High Engagement
133,30,Male,Backpack,Accessories,58,New Mexico,M,Orange,Fall,4.7,Yes,2-Day Shipping,Yes,42,PayPal,Weekly,Weekly,18-30 (Young Adult),7,Medium Value,High Engagement,Medium Value - High Engagement
134,52,Male,Sweater,Clothing,65,Montana,M,Violet,Winter,2.5,Yes,Next Day Air,Yes,25,Venmo,Annually,Annually,46-60 (Middle-Aged),365,Medium Value,Medium Engagement,Medium Value - Medium Engagement
135,43,Male,Hat,Accessories,94,Texas,L,Gray,Fall,4.9,Yes,Store Pickup,Yes,25,Cash,Monthly,Monthly,31-45 (Adult),30,High Value,Medium Engagement,High Value - Medium Engagement
136,43,Male,Sandals,Footwear,81,Kansas,M,Purple,Fall,4.1,Yes,Express,Yes,12,PayPal,Quarterly,Quarterly,31-45 (Adult),90,High Value,Low Engagement,High Value - Low Engagement
137,39,Male,Blouse,Clothing,86,South Carolina,M,White,Winter,3.3,Yes,Free Shipping,Yes,4,Debit Card,Quarterly,Quarterly,31-45 (Adult),90,High Value,Low Engagement,High Value - Low Engagement
138,68,Male,Sneakers,Footwear,43,Colorado,M,Turquoise,Spring,4.7,Yes,Free Shipping,Yes,38,PayPal,Weekly,Weekly,61-70 (Senior),7,Medium Value,High Engagement,Medium Value - High Engagement
139,68,Male,Skirt,Clothing,29,Georgia,M,Maroon,Winter,4.4,Yes,Store Pickup,Yes,42,Bank Transfer,Weekly,Weekly,61-70 (Senior),7,Low Value,High Engagement,Low Value - High Engagement
140,49,Male,Coat,Outerwear,95,Florida,M,White,Fall,3.8,Yes,Store Pickup,Yes,30,Venmo,Annually,Annually,46-60 (Middle-Aged),365,High Value,Medium Engagement,High Value - Medium Engagement
141,63,Male,Shirt,Clothing,28,North Carolina,L,Yellow,Fall,3.9,Yes,2-Day Shipping,Yes,50,Credit Card,Weekly,Weekly,61-70 (Senior),7,Low Value,High Engagement,Low Value - High Engagement
142,56,Male,Gloves,Accessories,46,Virginia,M,Turquoise,Fall,4.9,Yes,Free Shipping,Yes,45,PayPal,Weekly,Weekly,46-60 (Middle-Aged),7,Medium Value,High Engagement,Medium Value - High Engagement
143,37,Male,Jacket,Outerwear,58,Nebraska,L,Violet,Fall,3.1,Yes,Free Shipping,Yes,33,Credit Card,Bi-Weekly,Fortnightly,31-45 (Adult),14,Medium Value,Medium Engagement,Medium Value - Medium Engagement
144,30,Male,Coat,Outerwear,48,Missouri,M,Beige,Fall,2.7,Yes,Store Pickup,Yes,25,PayPal,Quarterly,Quarterly,18-30 (Young Adult),90,Medium Value,Medium Engagement,Medium Value - Medium Engagement
145,19,Male,Shoes,Footwear,43,New Jersey,M,Silver,Fall,3.2,Yes,Express,Yes,25,Cash,Monthly,Monthly,18-30 (Young Adult),30,Medium Value,Medium Engagement,Medium Value - Medium Engagement
146,24,Male,Jewelry,Accessories,95,Missouri,M,Teal,Fall,4.5,Yes,Standard,Yes,44,Debit Card,Quarterly,Quarterly,18-30 (Young Adult),90,High Value,High Engagement,High Value - High Engagement
147,52,Male,Skirt,Clothing,30,Colorado,S,Black,Fall,4.0,Yes,Standard,Yes,21,Venmo,Bi-Weekly,Fortnightly,46-60 (Middle-Aged),14,Low Value,Medium Engagement,Low Value - Medium Engagement
148,63,Male,Shoes,Footwear,64,Idaho,M,Purple,Summer,3.5,Yes,2-Day Shipping,Yes,31,Bank Transfer,Bi-Weekly,Fortnightly,61-70 (Senior),14,Medium Value,Medium Engagement,Medium Value - Medium Engagement
149,37,Male,Gloves,Accessories,90,Wyoming,M,Gray,Fall,2.6,Yes,Store Pickup,Yes,47,Debit Card,Annually,Annually,31-45 (Adult),365,High Value,High Engagement,High Value - High Engagement
150,38,Male,Pants,Clothing,76,Delaware,M,White,Summer,3.2,Yes,Free Shipping,Yes,14,PayPal,Monthly,Monthly,31-45 (Adult),30,High Value,Low Engagement,High Value - Low Engagement
151,35,Male,Boots,Footwear,96,California,L,Cyan,Fall,4.9,Yes,Standard,Yes,17,Debit Card,Quarterly,Every 3 Months,31-45 (Adult),90,High Value,Medium Engagement,High Value - Medium Engagement
152,28,Male,Sunglasses,Accessories,47,North Dakota,L,Turquoise,Fall,4.5,Yes,Next Day Air,Yes,3,Venmo,Annually,Annually,18-30 (Young Adult),365,Medium Value,Low Engagement,Medium Value - Low Engagement
153,30,Male,Shirt,Clothing,85,South Carolina,S,Brown,Summer,4.3,Yes,Express,Yes,42,Venmo,Annually,Annually,18-30 (Young Adult),365,High Value,High Engagement,High Value - High Engagement
154,69,Male,Hoodie,Clothing,55,North Carolina,M,Maroon,Winter,3.2,Yes,Standard,Yes,22,Debit Card,Annually,Annually,61-70 (Senior),365,Medium Value,Medium Engagement,Medium Value - Medium Engagement
155,41,Male,Dress,Clothing,98,Oklahoma,M,Charcoal,Fall,3.6,Yes,Next Day Air,Yes,21,Venmo,Quarterly,Quarterly,31-45 (Adult),90,High Value,Medium Engagement,High Value - Medium Engagement
156,63,Male,Socks,Clothing,77,Maine,S,Olive,Spring,4.3,Yes,Free Shipping,Yes,21,Bank Transfer,Quarterly,Quarterly,61-70 (Senior),90,High Value,Medium Engagement,High Value - Medium Engagement
157,35,Male,Shorts,Clothing,26,Missouri,M,Lavender,Fall,4.0,Yes,Standard,Yes,40,Debit Card,Annually,Annually,31-45 (Adult),365,Low Value,High Engagement,Low Value - High Engagement
158,36,Male,Hat,Accessories,68,Vermont,S,Yellow,Fall,3.0,Yes,Next Day Air,Yes,1,Bank Transfer,Bi-Weekly,Fortnightly,31-45 (Adult),14,Medium Value,Low Engagement,Medium Value - Low Engagement
159,25,Male,Shirt,Clothing,73,Connecticut,XL,Teal,Fall,4.1,Yes,Standard,Yes,50,Bank Transfer,Monthly,Monthly,18-30 (Young Adult),30,Medium Value,High Engagement,Medium Value - High Engagement
160,58,Male,Gloves,Accessories,27,New Hampshire,M,Charcoal,Fall,3.8,Yes,Store Pickup,Yes,39,Bank Transfer,Quarterly,Every 3 Months,46-60 (Middle-Aged),90,Low Value,High Engagement,Low Value - High Engagement
161,27,Male,Gloves,Accessories,23,Texas,M,Orange,Summer,4.6,Yes,Free Shipping,Yes,34,Venmo,Monthly,Monthly,18-30 (Young Adult),30,Low Value,Medium Engagement,Low Value - Medium Engagement
162,65,Male,Backpack,Accessories,49,North Dakota,M,Olive,Fall,3.0,Yes,Express,Yes,29,Venmo,Bi-Weekly,Fortnightly,61-70 (Senior),14,Medium Value,Medium Engagement,Medium Value - Medium Engagement
163,54,Male,Sunglasses,Accessories,74,California,M,Turquoise,Summer,3.0,Yes,Store Pickup,Yes,31,PayPal,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,Medium Value,Medium Engagement,Medium Value - Medium Engagement
164,54,Male,Skirt,Clothing,67,Virginia,M,Purple,Summer,3.4,Yes,Standard,Yes,8,Debit Card,Weekly,Weekly,46-60 (Middle-Aged),7,Medium Value,Low Engagement,Medium Value - Low Engagement
165,59,Male,Handbag,Accessories,65,Delaware,S,Purple,Spring,2.6,Yes,Free Shipping,Yes,5,Credit Card,Bi-Weekly,Fortnightly,46-60 (Middle-Aged),14,Medium Value,Low Engagement,Medium Value - Low Engagement
166,42,Male,Handbag,Accessories,60,Kentucky,S,Yellow,Winter,2.8,Yes,Store Pickup,Yes,7,Cash,Monthly,Monthly,31-45 (Adult),30,Medium Value,Low Engagement,Medium Value - Low Engagement
167,46,Male,Sneakers,Footwear,31,Delaware,XL,Indigo,Fall,4.0,Yes,Store Pickup,Yes,30,Cash,Monthly,Monthly,46-60 (Middle-Aged),30,Low Value,Medium Engagement,Low Value - Medium Engagement
168,33,Male,Gloves,Accessories,27,Arkansas,M,Green,Fall,4.0,Yes,Express,Yes,14,Credit Card,Quarterly,Every 3 Months,31-45 (Adult),90,Low Value,Low Engagement,Low Value - Low Engagement
169,34,Male,Shoes,Footwear,80,Louisiana,M,Magenta,Summer,3.0,Yes,Express,Yes,5,Cash,Bi-Weekly,Fortnightly,31-45 (Adult),14,High Value,Low Engagement,High Value - Low Engagement
170,27,Male,Jacket,Outerwear,30,Nevada,S,Gold,Summer,3.3,Yes,Standard,Yes,3,PayPal,Quarterly,Every 3 Months,18-30 (Young Adult),90,Low Value,Low Engagement,Low Value - Low Engagement
171,52,Male,Shirt,Clothing,25,Wyoming,M,Maroon,Fall,2.6,Yes,Store Pickup,Yes,46,Venmo,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,Low Value,High Engagement,Low Value - High Engagement
172,29,Male,Shorts,Clothing,35,Virginia,M,Blue,Summer,3.6,Yes,Store Pickup,Yes,4,Credit Card,Weekly,Weekly,18-30 (Young Adult),7,Low Value,Low Engagement,Low Value - Low Engagement
173,54,Male,Jewelry,Accessories,67,Nebraska,M,Violet,Summer,3.9,Yes,Next Day Air,Yes,42,Credit Card,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,Medium Value,High Engagement,Medium Value - High Engagement
174,25,Male,Hat,Accessories,46,Hawaii,M,Turquoise,Fall,3.4,Yes,Standard,Yes,30,Cash,Annually,Annually,18-30 (Young Adult),365,Medium Value,Medium Engagement,Medium Value - Medium Engagement
175,41,Male,Shoes,Footwear,35,Vermont,L,Brown,Winter,3.5,Yes,Express,Yes,37,Venmo,Annually,Annually,31-45 (Adult),365,Low Value,High Engagement,Low Value - High Engagement
176,53,Male,Coat,Outerwear,86,Oklahoma,L,Violet,Fall,2.8,Yes,Next Day Air,Yes,2,Bank Transfer,Annually,Annually,46-60 (Middle-Aged),365,High Value,Low Engagement,High Value - Low Engagement
177,53,Male,Backpack,Accessories,81,New Hampshire,L,Black,Spring,2.7,Yes,Next Day Air,Yes,30,Credit Card,Quarterly,Quarterly,46-60 (Middle-Aged),90,High Value,Medium Engagement,High Value - Medium Engagement
178,21,Male,Hoodie,Clothing,42,Kansas,L,Magenta,Fall,3.7,Yes,Next Day Air,Yes,47,Bank Transfer,Monthly,Monthly,18-30 (Young Adult),30,Medium Value,High Engagement,Medium Value - High Engagement
179,61,Male,Skirt,Clothing,43,Idaho,L,Lavender,Fall,4.3,Yes,2-Day Shipping,Yes,21,PayPal,Quarterly,Quarterly,61-70 (Senior),90,Medium Value,Medium Engagement,Medium Value - Medium Engagement
180,64,Male,Boots,Footwear,31,Illinois,M,Violet,Fall,4.9,Yes,Store Pickup,Yes,9,Bank Transfer,Bi-Weekly,Fortnightly,61-70 (Senior),14,Low Value,Low Engagement,Low Value - Low Engagement
181,51,Male,Sandals,Footwear,81,South Dakota,L,Green,Fall,3.3,Yes,Store Pickup,Yes,12,Debit Card,Bi-Weekly,Fortnightly,46-60 (Middle-Aged),14,High Value,Low Engagement,High Value - Low Engagement
182,32,Male,Pants,Clothing,61,Massachusetts,M,Beige,Summer,4.7,Yes,Next Day Air,Yes,4,Bank Transfer,Weekly,Weekly,31-45 (Adult),7,Medium Value,Low Engagement,Medium Value - Low Engagement
183,38,Male,Gloves,Accessories,96,Alabama,XL,Purple,Summer,2.8,Yes,Store Pickup,Yes,10,Debit Card,Annually,Annually,31-45 (Adult),365,High Value,Low Engagement,High Value - Low Engagement
184,58,Male,Skirt,Clothing,29,Ohio,XL,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,26,Credit Card,Weekly,Weekly,46-60 (Middle-Aged),7,Low Value,Medium Engagement,Low Value - Medium Engagement
185,32,Male,Sneakers,Footwear,33,Hawaii,L,Cyan,Spring,3.0,Yes,Express,Yes,40,Cash,Bi-Weekly,Fortnightly,31-45 (Adult),14,Low Value,High Engagement,Low Value - High Engagement
186,46,Male,T-shirt,Clothing,32,Wisconsin,XL,Silver,Summer,4.5,Yes,Store Pickup,Yes,34,Bank Transfer,Bi-Weekly,Fortnightly,46-60 (Middle-Aged),14,Low Value,Medium Engagement,Low Value - Medium Engagement
187,39,Male,Backpack,Accessories,56,Minnesota,S,Lavender,Summer,2.9,Yes,Standard,Yes,31,Debit Card,Annually,Annually,31-45 (Adult),365,Medium Value,Medium Engagement,Medium Value - Medium Engagement
188,19,Male,Shoes,Footwear,94,Georgia,S,Purple,Spring,3.3,Yes,Store Pickup,Yes,1,Bank Transfer,Bi-Weekly,Bi-Weekly,18-30 (Young Adult),14,High Value,Low Engagement,High Value - Low Engagement
189,50,Male,Hoodie,Clothing,53,Arkansas,M,Pink,Spring,3.1,Yes,Express,Yes,5,Bank Transfer,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,Medium Value,Low Engagement,Medium Value - Low Engagement
190,36,Male,Blouse,Clothing,82,West Virginia,M,Maroon,Fall,4.4,Yes,Next Day Air,Yes,4,Credit Card,Weekly,Weekly,31-45 (Adult),7,High Value,Low Engagement,High Value - Low Engagement
191,65,Male,Coat,Outerwear,70,Indiana,XL,Beige,Fall,3.0,Yes,Free Shipping,Yes,48,Venmo,Quarterly,Quarterly,61-70 (Senior),90,Medium Value,High Engagement,Medium Value - High Engagement
192,64,Male,Hat,Accessories,76,Utah,M,Gray,Fall,3.9,Yes,Free Shipping,Yes,29,Cash,Quarterly,Every 3 Months,61-70 (Senior),90,High Value,Medium Engagement,High Value - Medium Engagement
193,46,Male,Shoes,Footwear,29,Nebraska,L,Turquoise,Summer,2.9,Yes,Express,Yes,12,PayPal,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,Low Value,Low Engagement,Low Value - Low Engagement
194,36,Male,Belt,Accessories,100,North Dakota,S,Silver,Fall,3.0,Yes,Standard,Yes,29,Venmo,Annually,Annually,31-45 (Adult),365,High Value,Medium Engagement,High Value - Medium Engagement
195,51,Male,Backpack,Accessories,94,Missouri,M,Olive,Spring,3.1,Yes,Express,Yes,15,Debit Card,Quarterly,Quarterly,46-60 (Middle-Aged),90,High Value,Low Engagement,High Value - Low Engagement
196,51,Male,Jacket,Outerwear,25,New York,M,Magenta,Fall,4.3,Yes,Free Shipping,Yes,34,Credit Card,Monthly,Monthly,46-60 (Middle-Aged),30,Low Value,Medium Engagement,Low Value - Medium Engagement
197,38,Male,Boots,Footwear,88,Washington,M,Lavender,Summer,3.9,Yes,Next Day Air,Yes,41,Credit Card,Bi-Weekly,Fortnightly,31-45 (Adult),14,High Value,High Engagement,High Value - High Engagement
198,59,Male,Scarf,Accessories,78,South Carolina,M,Black,Fall,3.2,Yes,2-Day Shipping,Yes,41,Credit Card,Monthly,Monthly,46-60 (Middle-Aged),30,High Value,High Engagement,High Value - High Engagement
199,57,Male,Jewelry,Accessories,45,Utah,M,Turquoise,Winter,4.8,Yes,Standard,Yes,39,Credit Card,Bi-Weekly,Fortnightly,46-60 (Middle-Aged),14,Medium Value,High Engagement,Medium Value - High Engagement
200,54,Male,Hat,Accessories,73,Idaho,XL,Green,Summer,3.8,Yes,Express,Yes,32,Cash,Weekly,Weekly,46-60 (Middle-Aged),7,Medium Value,Medium Engagement,Medium Value - Medium Engagement
201,25,Male,Dress,Clothing,61,Pennsylvania,S,Teal,Summer,3.3,Yes,Next Day Air,Yes,29,Venmo,Monthly,Monthly,18-30 (Young Adult),30,Medium Value,Medium Engagement,Medium Value - Medium Engagement
202,69,Male,Blouse,Clothing,22,Missouri,S,Beige,Fall,4.3,Yes,Free Shipping,Yes,15,Bank Transfer,Annually,Annually,61-70 (Senior),365,Low Value,Low Engagement,Low Value - Low Engagement
203,57,Male,Hat,Accessories,38,Nebraska,L,Magenta,Spring,2.7,Yes,Express,Yes,33,Venmo,Annually,Annually,46-60 (Middle-Aged),365,Low Value,Medium Engagement,Low Value - Medium Engagement
204,70,Male,Scarf,Accessories,38,Indiana,S,Yellow,Fall,3.2,Yes,Next Day Air,Yes,18,Bank Transfer,Weekly,Weekly,61-70 (Senior),7,Low Value,Medium Engagement,Low Value - Medium Engagement
205,24,Male,Sneakers,Footwear,100,Arizona,M,Yellow,Fall,4.0,Yes,Store Pickup,Yes,35,Cash,Bi-Weekly,Bi-Weekly,18-30 (Young Adult),14,High Value,Medium Engagement,High Value - Medium Engagement
206,67,Male,Shirt,Clothing,64,Hawaii,M,Silver,Winter,3.0,Yes,Standard,Yes,25,PayPal,Weekly,Weekly,61-70 (Senior),7,Medium Value,Medium Engagement,Medium Value - Medium Engagement
207,24,Male,T-shirt,Clothing,55,Wisconsin,L,Silver,Summer,4.2,Yes,Free Shipping,Yes,6,Venmo,Bi-Weekly,Fortnightly,18-30 (Young Adult),14,Medium Value,Low Engagement,Medium Value - Low Engagement
208,62,Male,Gloves,Accessories,91,Rhode Island,M,Silver,Summer,2.9,Yes,Express,Yes,17,Bank Transfer,Bi-Weekly,Bi-Weekly,61-70 (Senior),14,High Value,Medium Engagement,High Value - Medium Engagement
209,57,Male,Skirt,Clothing,38,Wisconsin,M,Gold,Spring,4.1,Yes,Store Pickup,Yes,17,Credit Card,Monthly,Monthly,46-60 (Middle-Aged),30,Low Value,Medium Engagement,Low Value - Medium Engagement
210,55,Male,Sandals,Footwear,97,Minnesota,S,Olive,Winter,3.2,Yes,Store Pickup,Yes,44,Cash,Quarterly,Every 3 Months,46-60 (Middle-Aged),90,High Value,High Engagement,High Value - High Engagement
211,45,Male,Jacket,Outerwear,22,Vermont,L,Teal,Fall,3.0,Yes,2-Day Shipping,Yes,6,PayPal,Bi-Weekly,Fortnightly,31-45 (Adult),14,Low Value,Low Engagement,Low Value - Low Engagement
212,69,Male,Skirt,Clothing,92,South Dakota,L,Maroon,Fall,4.2,Yes,2-Day Shipping,Yes,45,Debit Card,Bi-Weekly,Fortnightly,61-70 (Senior),14,High Value,High Engagement,High Value - High Engagement
213,67,Male,Handbag,Accessories,84,Virginia,L,Blue,Fall,4.2,Yes,Express,Yes,7,Debit Card,Annually,Annually,61-70 (Senior),365,High Value,Low Engagement,High Value - Low Engagement
214,30,Male,Handbag,Accessories,93,Nevada,L,Peach,Fall,4.4,Yes,Store Pickup,Yes,11,Debit Card,Quarterly,Every 3 Months,18-30 (Young Adult),90,High Value,Low Engagement,High Value - Low Engagement
215,24,Male,Jacket,Outerwear,50,Hawaii,L,Blue,Summer,4.2,Yes,Next Day Air,Yes,41,Cash,Quarterly,Every 3 Months,18-30 (Young Adult),90,Medium Value,High Engagement,Medium Value - High Engagement
216,62,Male,Scarf,Accessories,64,New Jersey,S,Orange,Spring,2.8,Yes,2-Day Shipping,Yes,24,PayPal,Bi-Weekly,Bi-Weekly,61-70 (Senior),14,Medium Value,Medium Engagement,Medium Value - Medium Engagement
217,43,Male,Shorts,Clothing,61,Massachusetts,L,Yellow,Spring,3.7,Yes,Free Shipping,Yes,21,Venmo,Weekly,Weekly,31-45 (Adult),7,Medium Value,Medium Engagement,Medium Value - Medium Engagement
218,35,Male,Sunglasses,Accessories,48,Oklahoma,M,Purple,Winter,3.5,Yes,Next Day Air,Yes,24,Bank Transfer,Annually,Annually,31-45 (Adult),365,Medium Value,Medium Engagement,Medium Value - Medium Engagement
219,28,Male,T-shirt,Clothing,45,California,S,Magenta,Spring,2.9,Yes,Store Pickup,Yes,8,Credit Card,Quarterly,Quarterly,18-30 (Young Adult),90,Medium Value,Low Engagement,Medium Value - Low Engagement
220,32,Male,Belt,Accessories,88,Nevada,M,Cyan,Spring,3.0,Yes,Free Shipping,Yes,12,Cash,Bi-Weekly,Fortnightly,31-45 (Adult),14,High Value,Low Engagement,High Value - Low Engagement
221,39,Male,Sneakers,Footwear,57,Arizona,S,Indigo,Spring,3.7,Yes,Express,Yes,48,Debit Card,Bi-Weekly,Fortnightly,31-45 (Adult),14,Medium Value,High Engagement,Medium Value - High Engagement
222,28,Male,Hat,Accessories,68,North Carolina,XL,Magenta,Summer,4.4,Yes,Store Pickup,Yes,6,Bank Transfer,Quarterly,Quarterly,18-30 (Young Adult),90,Medium Value,Low Engagement,Medium Value - Low Engagement
223,47,Male,Gloves,Accessories,94,New York,XL,Gray,Spring,4.5,Yes,2-Day Shipping,Yes,14,PayPal,Bi-Weekly,Fortnightly,46-60 (Middle-Aged),14,High Value,Low Engagement,High Value - Low Engagement
224,20,Male,Pants,Clothing,41,Wyoming,M,Turquoise,Spring,4.8,Yes,Free Shipping,Yes,34,PayPal,Annually,Annually,18-30 (Young Adult),365,Medium Value,Medium Engagement,Medium Value - Medium Engagement
225,63,Male,Socks,Clothing,83,South Dakota,S,Beige,Summer,2.9,Yes,Free Shipping,Yes,12,Cash,Quarterly,Every 3 Months,61-70 (Senior),90,High Value,Low Engagement,High Value - Low Engagement
226,25,Male,Jacket,Outerwear,22,Arkansas,M,Olive,Spring,3.2,Yes,Next Day Air,Yes,11,Bank Transfer,Annually,Annually,18-30 (Young Adult),365,Low Value,Low Engagement,Low Value - Low Engagement
227,29,Male,Shoes,Footwear,74,Texas,L,Violet,Spring,3.3,Yes,Free Shipping,Yes,5,PayPal,Monthly,Monthly,18-30 (Young Adult),30,Medium Value,Low Engagement,Medium Value - Low Engagement
228,50,Male,Jeans,Clothing,90,Rhode Island,M,Turquoise,Winter,4.2,Yes,Standard,Yes,25,Venmo,Bi-Weekly,Fortnightly,46-60 (Middle-Aged),14,High Value,Medium Engagement,High Value - Medium Engagement
229,18,Male,Socks,Clothing,79,New Hampshire,M,White,Spring,2.9,Yes,Store Pickup,Yes,11,Credit Card,Annually,Annually,18-30 (Young Adult),365,High Value,Low Engagement,High Value - Low Engagement
230,70,Male,Sandals,Footwear,28,Ohio,S,Silver,Spring,4.6,Yes,Next Day Air,Yes,27,PayPal,Quarterly,Every 3 Months,61-70 (Senior),90,Low Value,Medium Engagement,Low Value - Medium Engagement
231,66,Male,Scarf,Accessories,88,Utah,L,Olive,Fall,4.1,Yes,Standard,Yes,43,Credit Card,Annually,Annually,61-70 (Senior),365,High Value,High Engagement,High Value - High Engagement
232,28,Male,Blouse,Clothing,26,Tennessee,M,Blue,Spring,3.1,Yes,2-Day Shipping,Yes,18,Debit Card,Quarterly,Every 3 Months,18-30 (Young Adult),90,Low Value,Medium Engagement,Low Value - Medium Engagement
233,54,Male,Jewelry,Accessories,27,Hawaii,L,Purple,Winter,4.2,Yes,Express,Yes,32,Bank Transfer,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,Low Value,Medium Engagement,Low Value - Medium Engagement
234,19,Male,Sweater,Clothing,83,Arizona,XL,Yellow,Fall,4.5,Yes,Next Day Air,Yes,27,Bank Transfer,Quarterly,Every 3 Months,18-30 (Young Adult),90,High Value,Medium Engagement,High Value - Medium Engagement
235,20,Male,Gloves,Accessories,39,South Dakota,S,Silver,Summer,3.7,Yes,Next Day Air,Yes,24,Credit Card,Weekly,Weekly,18-30 (Young Adult),7,Low Value,Medium Engagement,Low Value - Medium Engagement
